bug_id1,bug1,bug_id2,bug2,label
13240995,"Whilecolocating the recovered edits directory with hbase.wal.dir, BASE_NAMESPACE_DIR got missed. This results in recovered edits being put in a separate directory rather than the default region directory even if the hbase.wal.dir is not overridden. Eg. if data is stored in /hbase/data/namespace/table1, recovered edits are put in /hbase/namespace/table1. This also messes up the regular cleaner chores which never operate on this new directory and these directories will never be deleted, even for split parents or dropped tables. We should change the default back to have the base namespace directory in path. 
 Recovered WAL directories not getting cleaned up",13241533,"If you call s3guard init s3a://name/ then the custom bucket options of fs.s3a.bucket.name are not picked up, instead the global value is used.
Fix: take the name of the bucket and use that to eval properties and patch the config used for the init command. 
 Port HBASE-22617 (Recovered WAL directories not getting cleaned up) to branch-1",yes
13244776,"As discussed in the following thread, we can deprecate / remove OfflineMetaRepair.
https://lists.apache.org/thread.html/f122efdc79be541d678e22cf8cf573352ab468159596d820c38bf84b@%3Cdev.hbase.apache.org%3E
Maybe we can deprecate in 2.x and remove in 3.0. 
 Deprecate / Remove OfflineMetaRepair in hbase-2+",13263492,"This is a really simple UI change proposal:
 The icon of ""Decommissioned & dead"" datanode could be improved. It can be changed from   to   so that,

icon ""   "" can be used for all status starts with ""decommission"" on dfshealth.html,
icon ""   "" can be differentiated with icon ""   "" onfederationhealth.html




DataNode Infomation Legend(now)
 dfshealth.html#tab-datanode



DataNode Infomation Legend(proposed)
 dfshealth.html#tab-datanode



NameService Legend
 federationhealth.htm#tab-namenode




 
 Change the ICON of ""Decommissioned & dead"" datanode on ""dfshealth.html""",No
13338470,"When the cluster performs a failover from NN1 to NN2, NN2 is asking all the other NNs to cede active state and transit to StandBy including the Observer NameNodes.
Seems we should block Observer from becoming StandBy and participating in Failover. Of course, since we can transit StandBy NameNode to Observer, we can separately support promote Observer NameNode to StandBy NameNode. 
 Prevent Observer NameNode from becoming StandBy NameNode",13266704,"HDFS-14130 made ZKFC aware of the Observer Namenode and hence allows ZKFC running along with the observer NOde.
The Observer namenode isn't suppose to be part of ZKFC election process.
But if the  Namenode was part of election, before turning into Observer by transitionToObserver Command. The ZKFC still sends instruction to the Namenode as a result of previous participation and sometimes tend to change the state of Observer to Standby.
This is also the reason for  failure in TestDFSZKFailoverController.
TestDFSZKFailoverController has been consistently failing with a time out waiting in testManualFailoverWithDFSHAAdmin(). In particular waitForHAState(1, HAServiceState.OBSERVER);. 
 [SBN read] Prevent ZKFC changing Observer Namenode state",yes
13134637,"Some class has missed the ASF header 
 Some class has missed the ASF header",13176837,"Reproducer


> set hive.optimize.remove.sq_count_check=true;
> create table tempty(i int);
> create table t(c0 int);
> explain select * from t where c0 > (select count(*) from tempty group by 1);

 
 Scalar subquery throws error when hive.optimize.remove.sq_count_check is on",No
13146665,"ALTER TABLE ADD CONSTRAINT should be able to add CHECK constraint (table level) 
 ALTER TABLE ADD CONSTRAINT support for CHECK constraint",13342382,"Apache Spark 3.0 has been relesead in June 2020.
This addresses the changes needed to run the connector with Spark 3.0 and also to be able to compile the connector using Spark 3.0 as a dependency. 
 Hbase connector with apache spark",No
13214438,"Consecutive calls to StringBuffer/StringBuilder .append should be chained, reusing the target object. This can improve the performance by producing a smaller bytecode, reducing overhead and improving inlining. 
 Consecutive StringBuilder append should be reused",13189791,"Currently the Acid compactor is implemented as generated MR job (CompactorMR.java).
It could also be expressed as a Hive query that reads from a given partition and writes data back to the same partition.  This will merge the deltas and 'apply' the delete events.  The simplest would be to just use Insert Overwrite but that will change all ROW__IDs which we don't want.
Need to implement this in a way that preserves ROW__IDs and creates a new base_x directory to handle Major compaction.
Minor compaction will be investigated separately.
 
 Query based compactor for full CRUD Acid tables",No
13261798,"Capacity Scheduler does not support two percentage values for leaf queue capacity and maximum-capacity settings. So, you can't do something like this:
yarn.scheduler.capacity.root.users.john.leaf-queue-template.capacity=memory-mb=50.0%, vcores=50.0%
Only a single percentage value is accepted.
This makes it nearly impossible to properly convert a similar setting from Fair Scheduler, where such a configuration is valid and accepted (<maxChildResources>).
Note: using absolute resources (yarn.scheduler.capacity.root.users.john.leaf-queue-template.capacity=memory-mb=16384, vcores=8) is addressed in YARN-10154.
 
 Capacity scheduler: enhance leaf-queue-template capacity / maximum-capacity setting",13261783,"Capacity Scheduler does not support two percentage values for capacity and maximum-capacity settings. So, you can't do something like this:
yarn.scheduler.capacity.root.users.john.maximum-capacity=memory-mb=50.0%, vcores=50.0%
It's possible to use absolute resources, but not two separate percentages (which expresses capacity as a percentage of the overall cluster resource). Such a configuration is accepted in Fair Scheduler. 
 Capacity scheduler: enhance capacity / maximum-capacity setting",yes
13214022,"
hbase(main):001:0> move ""hbase:meta,,1.1588230740"", ""server1""

ERROR: Unknown region hbase:meta,,1.1588230740!

For usage try 'help ""move""'

Took 1.1780 seconds
hbase(main):003:0> move ""1588230740"", ""server1""
Took 84.3050 seconds

 
 shell commands don't recognize meta region's full name",13156715,"As mentioned in this comment, the MRAppMaster fails for docker containers if there is no additional user lookup strategy (e.g. bind-mounting /var/run/nscd or /etc/passwd). We need a better solution so that users can still run even if they are not known inside of the container by name 
 MRAppMaster fails when using UID:GID pair within docker container",No
13272180,"There is a scenario when different SplitGenerator instances try to cover the delta-only buckets (having no base file) more than once, so there could be multiple OrcSplit instances generated for the same delta file, causing more tasks to read the same delta file more than once, causing duplicate records in a simple select star query.
File structure for a 256 bucket table


drwxrwxrwx   - hive hadoop          0 2019-11-29 15:55 /apps/hive/warehouse/naresh.db/test1/base_0000013
-rw-r--r--   3 hive hadoop        353 2019-11-29 15:55 /apps/hive/warehouse/naresh.db/test1/base_0000013/bucket_00012
-rw-r--r--   3 hive hadoop       1642 2019-11-29 15:55 /apps/hive/warehouse/naresh.db/test1/base_0000013/bucket_00140
drwxrwxrwx   - hive hadoop          0 2019-11-29 15:55 /apps/hive/warehouse/naresh.db/test1/delta_0000014_0000014_0000
-rwxrwxrwx   3 hive hadoop        348 2019-11-29 15:55 /apps/hive/warehouse/naresh.db/test1/delta_0000014_0000014_0000/bucket_00012
-rwxrwxrwx   3 hive hadoop       1635 2019-11-29 15:55 /apps/hive/warehouse/naresh.db/test1/delta_0000014_0000014_0000/bucket_00140
drwxrwxrwx   - hive hadoop          0 2019-11-29 16:04 /apps/hive/warehouse/naresh.db/test1/delta_0000015_0000015_0000
-rwxrwxrwx   3 hive hadoop        348 2019-11-29 16:04 /apps/hive/warehouse/naresh.db/test1/delta_0000015_0000015_0000/bucket_00012
-rwxrwxrwx   3 hive hadoop       1808 2019-11-29 16:04 /apps/hive/warehouse/naresh.db/test1/delta_0000015_0000015_0000/bucket_00140
drwxrwxrwx   - hive hadoop          0 2019-11-29 16:06 /apps/hive/warehouse/naresh.db/test1/delta_0000016_0000016_0000
-rwxrwxrwx   3 hive hadoop        348 2019-11-29 16:06 /apps/hive/warehouse/naresh.db/test1/delta_0000016_0000016_0000/bucket_00043
-rwxrwxrwx   3 hive hadoop       1633 2019-11-29 16:06 /apps/hive/warehouse/naresh.db/test1/delta_0000016_0000016_0000/bucket_00171


in this case, when bucket_00171 file has a record, and there is no base file for that, a select  with ETL split strategy can generate 2 splits for the same delta bucket...
the scenario of the issue:
1. ETLSplitStrategy contains a covered[] array which is shared between the SplitInfo instances to be created
2. a SplitInfo instance is created for every base file (2 in this case)
3. for every SplitInfo, a SplitGenerator is created, and in the constructor, parent's getSplit is called, which tries to take care of the deltas
I'm not sure at the moment what's the intention of this, but this way, duplicated delta split can be generated, which can cause duplicated read later (note that both tasks read the same delta file: bucket_00171)


2019-12-01T16:24:53,669  INFO [TezTR-127843_16_30_0_171_0 (1575040127843_0016_30_00_000171_0)] orc.ReaderImpl: Reading ORC rows from hdfs://c3351-node2.squadron.support.hortonworks.com:8020/apps/hive/warehouse/naresh.db/test1/delta_0000016_0000016_0000/bucket_00171 with {include: [true, true, true, true, true, true, true, true, true, true, true, true], offset: 0, length: 9223372036854775807, schema: struct<idp_warehouse_id:bigint,idp_audit_id:bigint,batch_id:decimal(9,0),source_system_cd:varchar(500),insert_time:timestamp,process_status_cd:varchar(20),business_date:date,last_update_time:timestamp,report_date:date,etl_run_time:timestamp,etl_run_nbr:bigint>}
2019-12-01T16:24:53,672  INFO [TezTR-127843_16_30_0_171_0 (1575040127843_0016_30_00_000171_0)] lib.MRReaderMapred: Processing split: org.apache.hadoop.hive.ql.io.orc.OrcInputFormat:OrcSplit [hdfs://c3351-node2.squadron.support.hortonworks.com:8020/apps/hive/warehouse/naresh.db/test1, start=171, length=0, isOriginal=false, fileLength=9223372036854775807, hasFooter=false, hasBase=false, deltas=[{ minTxnId: 14 maxTxnId: 14 stmtIds: [0] }, { minTxnId: 15 maxTxnId: 15 stmtIds: [0] }, { minTxnId: 16 maxTxnId: 16 stmtIds: [0] }]]
2019-12-01T16:24:55,807  INFO [TezTR-127843_16_30_0_425_0 (1575040127843_0016_30_00_000425_0)] orc.ReaderImpl: Reading ORC rows from hdfs://c3351-node2.squadron.support.hortonworks.com:8020/apps/hive/warehouse/naresh.db/test1/delta_0000016_0000016_0000/bucket_00171 with {include: [true, true, true, true, true, true, true, true, true, true, true, true], offset: 0, length: 9223372036854775807, schema: struct<idp_warehouse_id:bigint,idp_audit_id:bigint,batch_id:decimal(9,0),source_system_cd:varchar(500),insert_time:timestamp,process_status_cd:varchar(20),business_date:date,last_update_time:timestamp,report_date:date,etl_run_time:timestamp,etl_run_nbr:bigint>}
2019-12-01T16:24:55,813  INFO [TezTR-127843_16_30_0_425_0 (1575040127843_0016_30_00_000425_0)] lib.MRReaderMapred: Processing split: org.apache.hadoop.hive.ql.io.orc.OrcInputFormat:OrcSplit [hdfs://c3351-node2.squadron.support.hortonworks.com:8020/apps/hive/warehouse/naresh.db/test1, start=171, length=0, isOriginal=false, fileLength=9223372036854775807, hasFooter=false, hasBase=false, deltas=[{ minTxnId: 14 maxTxnId: 14 stmtIds: [0] }, { minTxnId: 15 maxTxnId: 15 stmtIds: [0] }, { minTxnId: 16 maxTxnId: 16 stmtIds: [0] }]]


seems like this issue doesn't affect AcidV2, as getSplits() returns an empty collection or throws an exception in case of unexpected deltas (which was the case here, where deltas was not unexpected):
https://github.com/apache/hive/blob/8ee3497f87f81fa84ee1023e891dc54087c2cd5e/ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java#L1178-L1197 
 ACID v1: covered delta-only splits (without base) should be marked as covered (branch-2)",13140575,"http://hbase.apache.org/book.html#tricks.pre-split


hbase>create 't1','f',SPLITS => ['10','20',30']


Missing a quote before the 30./ 
 Clean up inputs in JDBC PreparedStatement",No
13231874,"We refactored access checking so other components can reuse permissions checks formerly encapsulated by the AccessController coprocessor. The new API is AccessChecker, committed as far back as branch-1.4. This should be backported to branch-1.3 as well so any potential user of AccessChecker can address changes and fixes for HBase versions 1.3 and up.  
 Backport AccessChecker refactor to branch-1.3 ",13138410,"(col1) IN (col2) can be transformed to (col1) = (col2), to avoid the hash-set implementation. 
 Optimize: Transform IN clauses to = when there's only one element",No
13165018,"In RM-HA env, kill ZK leader and then perform RM failover.
Sometimes, active RM gets NPE and fail to come up successfully



2018-06-08 10:31:03,007 INFO client.ZooKeeperSaslClient (ZooKeeperSaslClient.java:run(289)) - Client will use GSSAPI as SASL mechanism.

2018-06-08 10:31:03,008 INFO zookeeper.ClientCnxn (ClientCnxn.java:logStartConnect(1019)) - Opening socket connection to server xxx/xxx:2181. Will attempt to SASL-authenticate using Login Context section 'Client'

2018-06-08 10:31:03,009 WARN zookeeper.ClientCnxn (ClientCnxn.java:run(1146)) - Session 0x0 for server null, unexpected error, closing socket connection and attempting reconnect

java.net.ConnectException: Connection refused

at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)

at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)

at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)

at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1125)

2018-06-08 10:31:03,344 INFO service.AbstractService (AbstractService.java:noteFailure(267)) - Service org.apache.hadoop.yarn.server.resourcemanager.ActiveStandbyElectorBasedElectorService failed in state INITED

java.lang.NullPointerException

at org.apache.hadoop.ha.ActiveStandbyElector$3.run(ActiveStandbyElector.java:1033)

at org.apache.hadoop.ha.ActiveStandbyElector$3.run(ActiveStandbyElector.java:1030)

at org.apache.hadoop.ha.ActiveStandbyElector.zkDoWithRetries(ActiveStandbyElector.java:1095)

at org.apache.hadoop.ha.ActiveStandbyElector.zkDoWithRetries(ActiveStandbyElector.java:1087)

at org.apache.hadoop.ha.ActiveStandbyElector.createWithRetries(ActiveStandbyElector.java:1030)

at org.apache.hadoop.ha.ActiveStandbyElector.ensureParentZNode(ActiveStandbyElector.java:347)

at org.apache.hadoop.yarn.server.resourcemanager.ActiveStandbyElectorBasedElectorService.serviceInit(ActiveStandbyElectorBasedElectorService.java:110)

at org.apache.hadoop.service.AbstractService.init(AbstractService.java:164)

at org.apache.hadoop.service.CompositeService.serviceInit(CompositeService.java:108)

at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager.serviceInit(ResourceManager.java:336)

at org.apache.hadoop.service.AbstractService.init(AbstractService.java:164)

at org.apache.hadoop.yarn.server.resourcemanager.ResourceManager.main(ResourceManager.java:1479)

2018-06-08 10:31:03,345 INFO ha.ActiveStandbyElector (ActiveStandbyElector.java:quitElection(409)) - Yielding from election
 
 ActiveStandbyElectorBasedElectorService is failing with NPE",13315903,"LLAP IO supports caching but currently this is only done via LlapRecordReader / using splits, aka good old mapreduce way.
At certain times it would worth to leverage the caching of files on certain paths, that are not necessarily associated with a record reader directly. An example of this could be the caching of ACID delete delta files, as they are currently being read without caching.
With this patch we'd extend the LLAP API and offer another entry point for retrieving metadata of ORC files. 
 LLAP - add API to look up ORC metadata for certain Path",No
13297804,"Why we writing '/tmp' dir?


Error Message

org.apache.hadoop.service.ServiceStateException: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist

Stacktrace

org.apache.hadoop.yarn.exceptions.YarnRuntimeException: org.apache.hadoop.service.ServiceStateException: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist
	at org.apache.hadoop.hbase.snapshot.TestSecureExportSnapshot.setUpBeforeClass(TestSecureExportSnapshot.java:56)
Caused by: org.apache.hadoop.service.ServiceStateException: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist
	at org.apache.hadoop.hbase.snapshot.TestSecureExportSnapshot.setUpBeforeClass(TestSecureExportSnapshot.java:56)
Caused by: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist
	at org.apache.hadoop.hbase.snapshot.TestSecureExportSnapshot.setUpBeforeClass(TestSecureExportSnapshot.java:56)


 
 Remove snakeyaml lib from Hive distribution",13128460,"Within a database, to filter for tables with the string 'abc' in its name, I can use something like:


hive> use my_database;
hive> show tables '*abc*';


It would be great if I can do something similar to search within the list of columns in a table.
I have a table with around 3200 columns. Searching for the column of interest is an onerous task after doing a describe on it. 
 Make it easier to search for column name in a table",No
13324869,"As of now the default for github is set only to worklog, To enable link and label, We need to add this. 
 Add .asf.yaml to allow github and jira integration",13251158,"Reproducer


set hive.query.results.cache.enabled=false;
set hive.optimize.ppd.storage=true;
set hive.optimize.index.filter=true;

set hive.tez.bucket.pruning=true; 


CREATE TABLE `test_table`(                 
   `col_1` int,                                     
   `col_2` string,                                  
   `col_3` string)                                  
 CLUSTERED BY (                                     
   col_1)                                           
 INTO 4 BUCKETS;                                     

insert into test_table values(1, 'one', 'ONE'), (2, 'two', 'TWO'), (3,'three','THREE'),(4,'four','FOUR');

select * from test_table;

explain select col_1, col_2, col_3 from test_table where col_1 <> 2 order by col_2;
select col_1, col_2, col_3 from test_table where col_1 <> 2 order by col_2;



Above sql query produce zero rows. 
 Turning on hive.tez.bucket.pruning produce wrong results",No
13255898,"https://orc.apache.org/docs/releases.html
 
 Update ORC to version 1.6",13255405,"DataNode use threadGroup.activeCount() as the number of DataXceiver, it's not accurate since threadGroup includes not only DataXceiver thread and DataXceiverServer thread, PacketResponder thread and BlockRecoveryWorker thread is also in the same threadGroup.
In the worst case, the reported DataXceiver count maybe double of actual count(e.g. all DataXceiver process write block operation, they create same number of PacketResponder thread at the same time). 
 The calculation of DataXceiver count is not accurate",No
13205263,"Backport the change from HBASE-19994 to branch-1 but make the new behavior configurable. Still changes the interfaces. Could be ok for a minor release (1.5.0) 
 Port HBASE-19994 (Create a new class for RPC throttling exception, make it retryable) to branch-1",13155273,"Port HBASE-19994 (Create a new class for RPC throttling exception, make it retryable). Need to preserve the current behavior where the client gets a non-retryable ThrottlingException and only optionally throw back the retryable RpcThrottlingException if explicitly allowed by configuration. 
 Port HBASE-19994 (Create a new class for RPC throttling exception, make it retryable) to branch-1",yes
13247345,"Yarn Daemon Logs displays the URL instead of log name.
 
 [UI2] Yarn Daemon Logs displays the URL instead of log name",13208073,"hdfs ec -verifyClusterSetup command verifies if there are enough data nodes and racks for the enabled erasure coding policies
I think it would be beneficial if it could accept an erasure coding policy as a parameter optionally. For example the following commandwould run the verify for only the RS-6-3-1024k policy.


hdfs ec -verifyClusterSetup -policy RS-6-3-1024k

 
 Port YARN-7033 NM recovery of assigned resources to branch-3.0/branch-2",No
13324237,"When the current SqlOperator is SqlCastFunction, FunctionRegistry.getFunctionInfo would return null, 
but when hive.allow.udf.load.on.demand is enabled, HiveServer2 will refer to metastore for the function definition, an exception stack trace can be seen here in HiveServer2 log:
INFO exec.FunctionRegistry: Unable to look up default.cast in metastore
org.apache.hadoop.hive.ql.metadata.HiveException: NoSuchObjectException(message:Function @hive#default.cast does not exist)
 at org.apache.hadoop.hive.ql.metadata.Hive.getFunction(Hive.java:5495) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.exec.Registry.getFunctionInfoFromMetastoreNoLock(Registry.java:788) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.exec.Registry.getQualifiedFunctionInfo(Registry.java:657) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.exec.Registry.getFunctionInfo(Registry.java:351) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.exec.FunctionRegistry.getFunctionInfo(FunctionRegistry.java:597) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.translator.SqlFunctionConverter.getHiveUDF(SqlFunctionConverter.java:158) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.rules.PartitionPrune$ExtractPartPruningPredicate.visitCall(PartitionPrune.java:112) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.rules.PartitionPrune$ExtractPartPruningPredicate.visitCall(PartitionPrune.java:68) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.calcite.rex.RexCall.accept(RexCall.java:191) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.rules.PartitionPrune$ExtractPartPruningPredicate.visitCall(PartitionPrune.java:134) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.rules.PartitionPrune$ExtractPartPruningPredicate.visitCall(PartitionPrune.java:68) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.calcite.rex.RexCall.accept(RexCall.java:191) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.rules.PartitionPrune$ExtractPartPruningPredicate.visitCall(PartitionPrune.java:134) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.rules.PartitionPrune$ExtractPartPruningPredicate.visitCall(PartitionPrune.java:68) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.calcite.rex.RexCall.accept(RexCall.java:191) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]
 at org.apache.hadoop.hive.ql.optimizer.calcite.rules.PartitionPrune$ExtractPartPruningPredicate.visitCall(PartitionPrune.java:134) ~[hive-exec-4.0.0-SNAPSHOT.jar:4.0.0-SNAPSHOT]

So it's may be better to handle explicit cast before geting the FunctionInfo from Registry. Even if there is no cast in the query, the method handleExplicitCast returns null quickly when op.kind is not aSqlKind.CAST.
 
 SqlFunctionConverter#getHiveUDF handles cast before geting FunctionInfo",13297804,"Why we writing '/tmp' dir?


Error Message

org.apache.hadoop.service.ServiceStateException: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist

Stacktrace

org.apache.hadoop.yarn.exceptions.YarnRuntimeException: org.apache.hadoop.service.ServiceStateException: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist
	at org.apache.hadoop.hbase.snapshot.TestSecureExportSnapshot.setUpBeforeClass(TestSecureExportSnapshot.java:56)
Caused by: org.apache.hadoop.service.ServiceStateException: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist
	at org.apache.hadoop.hbase.snapshot.TestSecureExportSnapshot.setUpBeforeClass(TestSecureExportSnapshot.java:56)
Caused by: java.io.FileNotFoundException: File file:/tmp/hadoop-yarn-jenkins/node-attribute/nodeattribute.mirror.writing does not exist
	at org.apache.hadoop.hbase.snapshot.TestSecureExportSnapshot.setUpBeforeClass(TestSecureExportSnapshot.java:56)


 
 Remove snakeyaml lib from Hive distribution",No
